Class,CBO,LOC,OCavg,RFC,WMC
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions,2,106,1.56,20,14
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDMarkedContent,8,154,1.5,22,21
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDPropertyList,16,53,1.5,9,6
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle,8,155,1.36,24,15
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,5,110,1.44,17,13
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject,6,226,1.4,33,21
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours,7,144,1.31,20,17
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject,10,"1,562",1.44,129,135
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject,4,107,1.2,14,6
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject,3,142,1.33,21,12
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject,16,391,1.88,54,47
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject,4,181,1.38,30,18
2.0.27-org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes,0,242,3,11,3
2.0.27-org.apache.pdfbox.pdmodel.encryption.AccessPermission,17,438,1.47,30,44
2.0.27-org.apache.pdfbox.pdmodel.encryption.DecryptionMaterial,6,10,0,0,0
2.0.27-org.apache.pdfbox.pdmodel.encryption.InvalidPasswordException,3,15,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.encryption.MessageDigests,3,55,1,6,4
2.0.27-org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary,8,113,1.1,17,11
2.0.27-org.apache.pdfbox.pdmodel.encryption.PDEncryption,19,563,1.3,66,57
2.0.27-org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary,2,22,1,4,2
2.0.27-org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy,10,64,1.25,5,5
2.0.27-org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial,3,101,2,13,8
2.0.27-org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy,6,96,1,12,7
2.0.27-org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient,5,49,1,4,4
2.0.27-org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler,20,433,4.22,141,38
2.0.27-org.apache.pdfbox.pdmodel.encryption.RC4Cipher,2,133,1.88,11,15
2.0.27-org.apache.pdfbox.pdmodel.encryption.SaslPrep,1,301,1.56,26,25
2.0.27-org.apache.pdfbox.pdmodel.encryption.SecurityHandler,24,686,2,95,66
2.0.27-org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory,8,120,1.6,14,8
2.0.27-org.apache.pdfbox.pdmodel.encryption.SecurityProvider,9,61,1.33,7,4
2.0.27-org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial,3,32,1,2,2
2.0.27-org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy,6,88,1,7,7
2.0.27-org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler,21,"1,062",3.52,147,109
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotation,33,915,2.2,145,121
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,7,116,1.62,28,13
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle,7,129,1.88,36,15
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment,4,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText,8,258,1.53,51,29
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight,5,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk,7,115,2.4,29,12
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,8,414,2.12,59,53
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink,5,61,1.67,19,5
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon,6,136,1.88,34,15
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolyline,7,228,2.15,43,28
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound,4,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare,7,130,1.88,36,15
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly,5,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp,11,354,6.43,55,45
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut,5,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText,5,113,1.33,18,12
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTextMarkup,9,83,1.8,18,9
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline,5,41,1,7,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFCatalog,9,129,1.18,21,13
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFDictionary,34,504,2.52,86,68
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFDocument,15,291,1.2,56,24
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFField,26,740,2.19,94,103
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFIconFit,6,161,1.27,22,14
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFJavaScript,11,142,2.11,28,19
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference,6,73,1,13,7
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFOptionElement,5,83,1,14,8
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFPage,8,88,1.43,20,10
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFPageInfo,3,35,1,4,3
2.0.27-org.apache.pdfbox.pdmodel.fdf.FDFTemplate,8,106,1.33,23,12
2.0.27-org.apache.pdfbox.pdmodel.fdf.XMLUtil,1,39,1,5,3
2.0.27-org.apache.pdfbox.pdmodel.fixup.AbstractFixup,4,8,1,1,1
2.0.27-org.apache.pdfbox.pdmodel.fixup.AcroFormDefaultFixup,9,31,2,14,4
2.0.27-org.apache.pdfbox.pdmodel.fixup.PDDocumentFixup,0,0,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.fixup.processor.AbstractProcessor,5,8,1,1,1
2.0.27-org.apache.pdfbox.pdmodel.fixup.processor.AcroFormDefaultsProcessor,9,83,3,20,9
2.0.27-org.apache.pdfbox.pdmodel.fixup.processor.AcroFormGenerateAppearancesProcessor,5,40,1.5,11,3
2.0.27-org.apache.pdfbox.pdmodel.fixup.processor.AcroFormOrphanWidgetsProcessor,22,194,4,46,28
2.0.27-org.apache.pdfbox.pdmodel.fixup.processor.PDDocumentProcessor,0,0,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.font.CIDFontMapping,7,29,1,5,3
2.0.27-org.apache.pdfbox.pdmodel.font.CIDSystemInfo,4,34,1,5,5
2.0.27-org.apache.pdfbox.pdmodel.font.CMapManager,4,45,1.67,11,5
2.0.27-org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,25,504,4.54,116,59
2.0.27-org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSFontInfo,16,228,1.88,40,30
2.0.27-org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSIgnored,3,10,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.font.FontCache,5,26,1.5,7,3
2.0.27-org.apache.pdfbox.pdmodel.font.FontFormat,5,20,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.font.FontInfo,10,90,5,14,15
2.0.27-org.apache.pdfbox.pdmodel.font.FontMapper,0,0,0,3,0
2.0.27-org.apache.pdfbox.pdmodel.font.FontMapperImpl,21,645,4.24,92,89
2.0.27-org.apache.pdfbox.pdmodel.font.FontMapperImpl.DefaultFontProvider,3,5,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.font.FontMapperImpl.FontMatch,2,17,1,3,2
2.0.27-org.apache.pdfbox.pdmodel.font.FontMappers,8,30,1.33,3,4
2.0.27-org.apache.pdfbox.pdmodel.font.FontMappers.DefaultFontMapper,3,5,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.font.FontMapping,10,30,1,3,3
2.0.27-org.apache.pdfbox.pdmodel.font.FontProvider,4,17,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFont,27,361,2.78,40,50
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFontType0,32,392,2.68,82,51
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFontType0.FF3ByteSource,5,8,1,4,1
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFontType2,36,369,3.19,84,51
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder,23,569,4.5,74,72
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder.State,1,4,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo,8,42,1,12,7
2.0.27-org.apache.pdfbox.pdmodel.font.PDFont,101,543,2.21,95,62
2.0.27-org.apache.pdfbox.pdmodel.font.PDFontDescriptor,46,763,1.29,90,90
2.0.27-org.apache.pdfbox.pdmodel.font.PDFontFactory,19,125,3.6,23,18
2.0.27-org.apache.pdfbox.pdmodel.font.PDFontLike,0,0,0,12,0
2.0.27-org.apache.pdfbox.pdmodel.font.PDMMType1Font,3,17,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.font.PDPanose,4,38,1,5,3
2.0.27-org.apache.pdfbox.pdmodel.font.PDPanoseClassification,6,75,1,13,13
2.0.27-org.apache.pdfbox.pdmodel.font.PDSimpleFont,37,367,2.79,64,53
2.0.27-org.apache.pdfbox.pdmodel.font.PDTrueTypeFont,46,600,3.19,106,86
2.0.27-org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,14,82,1.75,32,7
2.0.27-org.apache.pdfbox.pdmodel.font.PDType0Font,44,543,1.72,116,74
2.0.27-org.apache.pdfbox.pdmodel.font.PDType1CFont,27,344,2.27,90,50
2.0.27-org.apache.pdfbox.pdmodel.font.PDType1CFont.FF3ByteSource,5,8,1,4,1
2.0.27-org.apache.pdfbox.pdmodel.font.PDType1Font,65,583,2.81,109,73
2.0.27-org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder,19,125,1.5,65,9
2.0.27-org.apache.pdfbox.pdmodel.font.PDType3CharProc,20,144,1.91,34,21
2.0.27-org.apache.pdfbox.pdmodel.font.PDType3Font,33,337,2.27,82,59
2.0.27-org.apache.pdfbox.pdmodel.font.PDVectorFont,0,0,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.font.Standard14Fonts,7,183,1.5,21,12
2.0.27-org.apache.pdfbox.pdmodel.font.Subsetter,0,0,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.font.ToUnicodeWriter,5,172,2.38,33,19
2.0.27-org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder,24,318,3.09,105,34
2.0.27-org.apache.pdfbox.pdmodel.font.UniUtil,4,27,3,5,6
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding,3,30,1.33,8,4
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding,10,150,2.38,24,19
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.Encoding,32,144,2,16,16
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.GlyphList,20,261,3.22,41,29
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding,4,200,1.33,5,4
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding,4,52,1.5,5,3
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding,9,248,1.33,5,4
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding,8,188,1.33,5,4
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.SymbolEncoding,5,224,1.33,6,4
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding,9,50,1.4,13,7
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding,12,267,2,6,6
2.0.27-org.apache.pdfbox.pdmodel.font.encoding.ZapfDingbatsEncoding,5,223,1.33,6,4
2.0.27-org.apache.pdfbox.pdmodel.graphics.PDFontSetting,9,81,1.14,16,8
2.0.27-org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern,14,61,1,13,6
2.0.27-org.apache.pdfbox.pdmodel.graphics.PDPostScriptXObject,5,17,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.PDXObject,51,126,1.88,26,15
2.0.27-org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite,3,54,2,7,6
2.0.27-org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext,4,155,7.33,26,22
2.0.27-org.apache.pdfbox.pdmodel.graphics.blend.BlendMode,15,373,1.92,18,46
2.0.27-org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode,2,12,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.blend.SeparableBlendMode,2,12,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace,4,56,1.67,11,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace,11,127,1.75,22,14
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDCalGray,9,99,1.33,23,12
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB,9,154,1.45,29,16
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDColor,69,174,1.5,27,18
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace,82,322,5.57,54,39
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK,18,157,1.73,35,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceColorSpace,7,18,1,4,2
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray,27,68,1.25,16,10
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN,18,500,2.5,78,60
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes,9,125,1.75,30,14
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess,8,85,1.67,19,10
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB,35,64,1,14,8
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDGamma,9,92,1,16,10
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDICCBased,32,558,2.55,98,74
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDIndexed,21,260,1.83,53,33
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDJPXColorSpace,5,65,1.11,15,10
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDLab,10,209,1.5,37,24
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent,11,73,1,26,13
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDPattern,16,103,1.08,21,13
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDSeparation,19,242,1.71,49,29
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDSpecialColorSpace,6,13,1,1,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus,8,95,1.1,16,11
2.0.27-org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject,70,219,1.42,45,27
2.0.27-org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroup,14,33,1,6,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes,8,72,1.14,13,8
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory,15,456,4.46,49,58
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory,17,372,3.07,81,43
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory.Dimensions,1,6,0,0,0
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory,19,199,4.67,33,28
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.PredictorEncoder,15,413,4.17,54,50
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PDImage,0,0,0,24,0
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject,58,912,2.43,155,114
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage,20,346,1.69,69,54
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PNGConverter,23,728,5.53,66,105
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.Chunk,3,38,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.MultipleInputStream,1,57,2.75,9,11
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.PNGConverterState,3,18,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader,10,695,6.58,75,79
2.0.27-org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup,12,79,2.5,17,15
2.0.27-org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.RenderState,3,39,1.33,7,4
2.0.27-org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary,6,88,2,22,12
2.0.27-org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,15,342,2.82,39,48
2.0.27-org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.BaseState,3,38,1.33,7,4
2.0.27-org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,20,121,1.4,26,14
2.0.27-org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,7,80,1.57,14,11
2.0.27-org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,24,189,1.22,37,22
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,8,242,2.67,41,24
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint,4,37,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch,6,183,2.38,19,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair,4,22,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve,2,84,1.8,13,9
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext,6,49,1,11,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.IntPoint,2,45,2.33,7,7
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Line,4,106,4.33,8,13
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType,13,219,5.75,42,23
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShading,36,384,2.19,50,46
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1,8,74,1.29,17,9
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2,10,97,1.33,14,12
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3,7,25,1,5,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4,14,163,3.17,34,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5,12,140,2.43,31,17
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6,8,35,1,9,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7,8,35,1,9,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType,13,200,1.92,40,23
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Patch,9,198,1.78,20,16
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,6,53,1.25,11,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,9,324,3.3,44,33
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,4,37,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,11,228,2.09,25,23
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,8,83,1.12,14,9
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,9,30,1,3,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,5,240,3,20,33
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,10,165,3.14,35,22
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,7,131,2.4,25,12
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,5,30,1,8,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,5,27,1,7,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,4,36,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,4,24,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,4,39,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,4,24,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,4,39,1,9,3
2.0.27-org.apache.pdfbox.pdmodel.graphics.shading.Vertex,4,29,2,8,4
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,30,636,1.75,102,84
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,48,613,1.08,82,64
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,14,139,2.11,15,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.PDTextState,19,195,1,21,19
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent,4,49,1.67,6,5
2.0.27-org.apache.pdfbox.pdmodel.graphics.state.RenderingMode,10,87,1,8,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.OpenMode,3,20,0,2,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAction,39,121,1.33,22,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,13,152,2.1,25,21
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,29,89,8.5,18,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,16,65,1.75,14,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,6,61,1,12,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,5,45,1,9,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,16,64,1.4,11,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,8,240,1.44,33,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,4,50,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,3,44,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,9,171,1.58,25,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,6,60,1.17,12,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,8,187,1.5,25,21
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionSubmitForm,7,81,1.12,16,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionThread,6,78,1,14,8
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDActionURI,16,115,1.5,19,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions,6,53,1,9,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions,8,309,1.43,29,33
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,5,177,1.38,17,18
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,10,157,1.36,15,15
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,6,95,1.29,13,9
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,8,238,1.59,32,27
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,3,62,1,8,5
2.0.27-org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,4,121,1,15,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.AnnotationFilter,0,0,0,1,0
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,104,768,1.55,108,87
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment,7,93,1,14,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine,19,416,1.41,56,41
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink,21,212,1.29,36,22
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup,38,799,1.62,108,89
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup,5,74,1,14,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp,9,107,1,8,4
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle,20,239,1.39,40,25
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText,10,198,1.08,25,14
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup,16,142,1.7,25,17
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationUnknown,7,18,1,2,1
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget,49,209,1.46,27,19
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,22,201,1.44,29,26
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,26,142,1.25,17,15
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,19,77,1.57,14,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream,28,28,1,4,2
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary,9,82,1,12,7
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary,24,139,1.33,20,12
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,4,62,1,10,6
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.AnnotationBorder,14,63,11,12,11
2.0.27-org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,8,956,3.05,74,116
